,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
2756,US,Puma Biotechnology,PBYI,5.27,-0.22,-4.0073,21.71,221709.0,1184694.0,0.46,11.767,,254051744.0
2757,US,宏桥高科,PBTS,1.1,,,,,,,,0.0,5907472.0
2758,US,Poage Bankshares,PBSK,25.31,,,,,,,,,88515220.0
2759,US,巴西石油公司,PBR.A,15.17,-0.25,-1.6213,-0.72,5319651.0,81193747.0,0.19,1.708,0.0,42491494547.0
2760,US,巴西石油公司,PBR,15.72,-0.28,-1.75,-1.57,24038475.0,378688719.0,0.65,2.351,14.613,58497689556.0
2761,US,Potbelly Corp.,PBPB,10.47,-0.22,-2.058,0.48,156916.0,1649965.0,0.53,60.711,,310778989.0
2762,US,Prima BioMed Ltd - American Depositary Shares,PBMD,1.71,,,,,,,,,40637800.0
2763,US,Psyence Biomedical,PBM,0.8079,-0.0262,-3.1411,-83.13,72071.0,60246.0,0.54,7.139,,10818313.0
2764,US,Panbela Research,PBLA,0.5495,-0.0305,-5.258621,-97.0,111996.0,57886.23052,0.25,,0.0,24304519.0
2765,US,"Porter Bancorp, Inc.  ",PBIB,14.45,,,,,,,2.334,,107072535.0
2766,US,必能宝,PBI,4.07,-0.04,-0.9732,-6.29,1372224.0,5540021.0,0.78,,4.866,718471821.0
2767,US,Pathfinder Bancorp,PBHC,12.58,0.005,0.0398,-9.6,295.0,3726.0,0.0,8.258,2.847,76738893.0
2768,US,普雷斯蒂奇,PBH,68.23,-0.96,-1.3875,11.45,146800.0,10038409.0,0.3,,,3387570920.0
2769,US,Pioneer Bancorp,PBFS,9.01,-0.085,-0.9346,-9.99,9562.0,86496.0,0.04,13.246,,227062857.0
2770,US,PBF Energy,PBF,59.72,-0.34,-0.5661,36.56,1262882.0,75573815.0,1.06,3.325,1.542,7116527470.0
2771,US,PB Bankshares,PBBK,12.49,-0.05,-0.3987,-0.4,310.0,3865.0,0.01,17.15,,32910738.0
2772,US,PB Bancorp,PBBI,15.25,,,,,,,30.736,,113569861.0
2773,US,PROSPECT CAPITAL CORPORATION 6.25% NOTES DUE 2024,PBB,25.26,,,,,,,,6.11785,201347460.0
2774,US,CERo Therapeutics,PBAX,5.85,,,,,,,,,36472305.0
2775,US,Pembina Pipeline Corp.,PBA,34.71,-0.39,-1.1111,2.25,1139807.0,39666826.0,0.21,14.769,5.621,19075811596.0
2776,US,普罗斯佩里蒂银行,PB,60.36,-0.65,-1.0654,-10.07,405753.0,24459734.0,0.43,13.463,3.65,5645443095.0
2777,US,沛齐,PAYX,123.0,-1.24,-0.9981,4.02,2004438.0,246398361.0,0.56,26.658,2.87,44275490943.0
2778,US,Paysign,PAYS,4.36,-0.1,-2.2422,55.71,253392.0,1106762.0,0.48,35.757,,230942111.0
2779,US,Payoneer Global,PAYO,4.83,-0.06,-1.23,-7.29,1445272.0,6974195.0,0.39,19.083,,1781067716.0
2780,US,Paycom Software,PAYC,198.0,-6.52,-3.19,-4.02,758391.0,151055662.0,1.3,33.786,0.752,11513713662.0
2781,US,惠尔丰控股,PAY,20.12,-0.62,-2.9894,12.59,245134.0,4916956.0,0.2,111.698,,2493321263.0
2782,US,Patria Investments,PAX,13.88,-0.26,-1.8388,-8.17,246383.0,3441269.0,0.16,18.646,7.489,2083858740.0
2783,US,幸福来,PAVS,1.338,-0.092,-6.4336,-45.61,8444.0,11666.0,0.12,,,9816812.0
2784,US,PAVmed,PAVM,1.93,-0.07,-3.5,-44.88,36459.0,70750.0,0.4,,0.0,17702599.0
2785,US,Patrick Industries,PATK,107.1,-1.96,-1.8,7.26,89897.0,9610788.0,0.4,16.79,1.823,2399184585.0
2786,US,UiPath,PATH,20.71,-0.6,-2.82,-16.63,5603159.0,116640018.0,0.98,,,11784243842.0
2787,US,Passage Bio,PASG,1.34,-0.02,-1.4706,32.67,51784.0,69916.0,0.08,,,82559807.0
2788,US,Par Pacific,PARR,34.53,-0.46,-1.3147,-5.06,669307.0,23202326.0,1.13,2.812,,2049029779.0
2789,US,派拉蒙全球 A,PARAA,21.76,-1.36,-5.8824,10.93,45938.0,1017618.0,0.01,,0.865,14198074862.0
2790,US,派拉蒙全球,PARA,10.96,-0.31,-2.75,-25.58,14764294.0,162969476.0,2.26,,1.775,7151236236.0
2791,US,PAR Technology,PAR,43.37,-0.84,-1.9,-0.39,135452.0,5874374.0,0.4,,,1472190530.0
2792,US,Pineapple Financial,PAPL,1.515,-0.085,-5.3125,-15.36,57991.0,91868.0,0.81,,,10880706.0
2793,US,Palo Alto网络,PANW,279.07,-4.79,-1.69,-5.36,2907784.0,814261997.0,0.9,39.606,,90167517000.0
2794,US,Pangaea Logistics,PANL,6.7,-0.05,-0.7407,-17.7,133312.0,893703.0,0.29,11.892,5.896,313032228.0
2795,US,Pandion Therapeutics,PAND,60.05,,,,,,,,,1772410759.0
2796,US,PANACEA ACQUISITION CORP UNITS(1 SH A & 1/3 RED WT) 07/07/2027,PANA.UN,11.47,,,,,,,,,148536500.0
2797,US,PANACEA ACQUISITION CORP C/WTS 07/07/2027 (TO PUR COM),PANA+,2.63,,,,,,,,,
2798,US,Pampa Energy,PAM,45.18,-0.94,-2.0382,-8.76,402109.0,18256062.0,0.74,61.861,,2464154022.0
2799,US,Paltalk,PALT,3.71,-0.315,-7.8261,58.55,181869.0,716884.0,1.97,,,34214202.0
2800,US,Palisade Bio,PALI,4.12,-0.26,-5.9361,-53.42,63504.0,266971.0,7.46,,0.0,3507772.0
2801,US,Phibro Animal Health,PAHC,13.11,0.02,0.1528,14.21,120894.0,1577188.0,0.3,35.881,3.667,531002301.0
2802,US,平台专业产品,PAH,11.24,,,,,,,,,3240826570.0
2803,US,Pagseguro Digital,PAGS,12.58,-0.32,-2.4806,0.88,1628918.0,20490345.0,0.49,12.799,,4146471483.0
2804,US,Plains GP,PAGP,18.76,-0.2,-1.0549,19.87,1677466.0,31641447.0,0.85,18.677,5.87,3697995926.0
2805,US,潘世奇汽车,PAG,150.01,-0.4,-0.2659,-6.0,298666.0,44762445.0,0.45,9.55,2.036,10057741321.0
2806,US,Caravelle,PAFO,4.2,,,,,,,,,31479000.0
2807,US,PACS GRP INC ORD,PACS,24.0,1.0,4.3478,14.29,1468748.0,34450481.0,0.99,31.421,,3546561264.0
2808,US,Pure Acquisition Corp. Unit,PACQU,10.7,,,,,,,,,442980000.0
2809,US,Pure Acquisition,PACQ,10.1,,,,,,,,,155162553.0
2810,US,Ranpak Holdings,PACK,7.39,-0.18,-2.3778,26.98,355024.0,2629941.0,0.43,,,613134577.0
2811,US,PRF ACQ CRP I WT,PACI+,0.0551,,,,,,,,,
2812,US,Volato Group,PACI,14.5,,,,,,,93.684,,424148620.5
2813,US,TPG PC TCH OP WT,PACE+,2.16,,,,,,,,,
2814,US,Tpg Pace Tech,PACE,11.2,,,,,,,34.04,,630000000.0
2815,US,Pacific Drilling,PACD,0.229,,,,,,,,,17221577.0
2816,US,Pacific Biosciences,PACB,3.17,-0.21,-6.21,-67.69,8707067.0,27907055.0,3.25,,,849407460.0
2817,US,墨西哥西部机场,PAC,162.76,-2.02,-1.2259,-7.11,46423.0,7555086.0,0.09,14.048,5.187,8223895939.0
2818,US,泛美白银,PAAS,19.16,-0.44,-2.24,18.28,13011698.0,257024461.0,3.57,,1.531,6986824460.0
2819,US,Pacific Special Acquisition Corp. - Unit,PAACU,9.99,,,,,,,13.783,,67212720.0
2820,US,狮子集团,PAAC,7.61,,,,,,,313.721,,1414821345.97
2821,US,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser AA,C-P.CL,25.01,,,,,,,,8.124,3715445800.0
2822,US,"Merrill Lynch & Co., Inc. Merrill Lynch Capital Trust III 7.375% Trust Preferred Securities",MER-P.CL,25.4131,,,,,,,,7.2541,762600000.0
2823,US,CAPITAL ONE FINANCIAL CORP PFD SER 'B' USD25,COF-P.CL,25.01,,,,,,,,6.0048,875350000.0
2824,US,花旗银行-优先股P,C-P,26.1913,,,,,,,0.0,7.8065,3866572000.0
2825,US,潘多拉媒体,P,8.38,,,,,,,,,2274166830.0
2826,US,美林,MER-P,26.35,,,,,,,0.0,6.9876,791700000.0
2827,US,Capital One Financial Corp Pfd Ser B,COF-P,25.38,,,,,,,0.0,5.911,888300000.0
2828,US,Bank of the Ozarks  ,OZRK,41.24,,,,,,,11.783,1.89934,5013842779.0
2829,US,奥氏资本,OZM,20.47,,,,,,,,4.4944,1022037337.0
2830,US,欧扎克银行,OZK,42.77,-0.26,-0.6042,-12.68,918208.0,39220164.0,0.81,6.999,4.316,4835109708.0
2831,US,西方石油,OXY,69.01,-0.25,-0.36,15.99,14699153.0,1030001622.0,1.66,13.027,1.093,61174930465.0
2832,US,Oxford Square,OXSQ,3.2,0.0,0.0,15.74,414431.0,1326948.0,0.69,11.077,15.844,190951478.0
2833,US,牛津工业,OXM,105.05,-4.02,-3.6857,5.77,306198.0,32671623.0,1.96,27.047,2.392,1641849771.0
2834,US,Oxford Lane Capital,OXLC,5.06,-0.05,-0.98,7.34,5600373.0,28404729.0,2.43,9.006,15.969,1165318000.0
2835,US,Oxford Immunotec,OXFD,21.99,,,,,,,,,562456570.0
2836,US,Oxbridge Re,OXBR,1.0,-0.03,-2.9126,-9.09,5769.0,5892.0,0.1,,,5870234.0
2837,US,Oxbridge,OXAC,8.6,,,,,,,11.239,,35921787.0
2838,US,OWLET INC WNT,OWLT+,0.0065,,,,,,,,,
2839,US,Owlet,OWLT,3.619,-0.091,-2.4528,-31.46,20049.0,74957.0,0.22,,0.0,32441939.0
2840,US,Blue Owl,OWL,18.54,-0.33,-1.75,25.42,2401315.0,44576573.0,0.17,487.46,2.936,26490025177.0
2841,US,Ovintiv,OVV,53.74,-1.12,-2.0416,23.07,3575533.0,194376935.0,1.33,6.932,2.156,14453568667.0
2842,US,橡木谷银行,OVLY,23.18,-0.47,-1.9873,-21.96,7754.0,179676.0,0.09,6.232,1.628,192235634.0
2843,US,Ovid Therapeutics,OVID,3.2,-0.07,-2.1407,-0.62,88254.0,282536.0,0.12,,,226271542.0
2844,US,俄亥俄河谷银行,OVBC,24.14,-0.06,-0.2479,5.92,196.0,4717.0,0.0,9.162,4.24,115719290.0
2845,US,OvaScience,OVAS,0.693,,,,,,,,,24827715.0
2846,US,OUTFRONT Media,OUT,15.63,-0.37,-2.3125,14.36,1813631.0,28198649.0,1.09,,7.469,2592665544.0
2847,US,Ouster,OUST,7.73,-0.77,-9.0588,0.78,1010437.0,8203388.0,2.48,,0.0,314389721.0
2848,US,奥特泰尔,OTTR,83.01,0.08,0.0965,-1.79,158001.0,13116784.0,0.38,11.788,2.144,3467900469.0
2849,US,Ontrak,OTRK,0.39,0.015,4.0,-2.74,5137787.0,2110901.0,18.64,,0.0,10749920.0
2850,US,Otr Acquisition,OTRA,9.91,,,,,,,54.636,,124168604.0
2851,US,Otonomo Technologies,OTMO,5.3,,,,,,,,0.0,52281071.0
2852,US,Oatly Group AB,OTLY,1.005,-0.015,-1.47,-14.83,836841.0,840324.0,0.14,,,598035558.0
2853,US,Outlook Therapeutics,OTLK,8.7,-0.34,-3.7611,10.41,267111.0,2355949.0,1.24,,0.0,187783027.0
2854,US,正轨科技创新,OTIV,0.17,,,,,,,,,7025144.0
2855,US,奥的斯,OTIS,96.16,-1.81,-1.8475,7.88,1537256.0,147996618.0,0.38,27.643,1.408,38866018324.0
2856,US,Open Text,OTEX,35.52,-0.39,-1.086,-14.92,678093.0,24027432.0,0.25,75.849,2.76,9663022238.0
2857,US,Otelco,OTEL,11.739,,,,,,,6.369,,40168440.0
2858,US,Onespaworld Holdings,OSW,12.86,-0.01,-0.0777,-8.79,328739.0,4237255.0,0.33,,,1290865401.0
2859,US,奥瑞许科技,OSUR,5.52,-0.25,-4.3328,-32.68,418379.0,2323187.0,0.55,7.871,,422335062.0
2860,US,Overstock.com,OSTK,16.78,,,,,,,,,767407760.84
2861,US,奥斯汀科技,OST,0.463989,-0.011811,-2.4823,-40.55,42154.0,18976.0,0.25,,,7797915.0
2862,US,One Stop Systems,OSS,3.13,-0.07,-2.19,49.05,82699.0,261413.0,0.4,,,64792362.0
2863,US,Osprey Energy Acquisition Corp. - Unit,OSPRU,13.0,,,,,,,,,0.0
2864,US,Osprey Energy Acquisition Corp.,OSPR,11.29,,,,,,,,,388093750.0
2865,US,OneSpan,OSPN,10.02,-0.37,-3.5611,-6.53,182482.0,1837247.0,0.48,,,378653165.0
2866,US,RVL 制药,OSMT,1.11,,,,,,,,,92451712.0
2867,US,豪士科卡车,OSK,122.01,-1.63,-1.32,13.03,308043.0,37621750.0,0.47,13.38,1.363,8001075758.0
2868,US,OSI Systems,OSIS,139.01,1.0,0.7246,7.72,82640.0,11450681.0,0.48,20.855,,2369598795.0
2869,US,Osiris Acquisition,OSI,10.71,,,2.98,,,,,,94821424.0
2870,US,海外航运集团,OSG,5.97,-0.15,-2.451,14.39,344085.0,2068572.0,0.48,6.782,1.977,423585589.0
2871,US,Oscar Health,OSCR,14.74,-0.28,-1.8642,61.09,1830772.0,26938302.0,0.8,,,3386178943.0
2872,US,"Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities",OSBCP,10.12,,,,,,,0.356,7.7037,27830000.0
2873,US,Old Second Bancorp,OSBC,13.42,-0.02,-0.1488,-12.8,100864.0,1351916.0,0.23,6.554,1.481,601233151.0
2874,US,Norbord,OSB,43.13,,,,,,,,,3478601629.0
2875,US,NextPlat,OSAT,3.75,,,,,,,,,36201626.0
2876,US,ProSomnus,OSA,0.5301,-0.0359,-6.3428,-45.92,9872.0,5523.0,0.06,,,9220593.0
2877,US,ORISUN ACQUISITION CORP C/WTS 31/05/2024(TO PUR COM),ORSNW,0.3,,,,,,,,,
2878,US,Orisun Acquisition,ORSN,8.17,,,,,,,,,47249030.0
2879,US,Orrstown Financial,ORRF,25.02,-0.02,-0.0799,-14.55,52197.0,1304301.0,0.49,7.51,3.171,267841027.0
2880,US,Bioblast Pharma,ORPN,11.5,,,,,,,0.343,0.0,4828758.0
2881,US,Orphazyme,ORPH,0.87,,,,,,,,,30721650.0
2882,US,Orion Group Holdings,ORN,8.05,-0.66,-7.5775,62.96,362745.0,2989641.0,1.12,,,261157062.0
2883,US,Oramed,ORMP,2.52,-0.06,-2.3256,9.09,72512.0,183443.0,0.18,18.481,,102108283.0
2884,US,欧文斯不动产按揭,ORM,21.75,,,,,,,26.78,,184502640.0
2885,US,奥莱利,ORLY,1076.49,-6.51,-0.6011,13.31,263187.0,283253472.0,0.45,27.079,,63542012907.0
2886,US,Orla Mining,ORLA,3.96,-0.23,-5.4893,21.85,760972.0,3088286.0,0.24,,,1247693020.0
2887,US,奥瑞塔尼金融,ORIT,18.6,,,,,,,16.48,,839853147.0
2888,US,Ocean Rig UDW Inc,ORIG,27.78,,,,,,,0.987,,2544091900.0
2889,US,ORIC Pharmaceuticals,ORIC,9.8,-0.2,-2.0,6.52,318269.0,3101234.0,0.47,,,660283301.0
2890,US,Old Republic,ORI,29.34,-0.24,-0.8114,0.71,1519482.0,44778813.0,0.55,13.504,3.482,8083271868.0
2891,US,Orgenesis,ORGS,0.493,-0.0667,-11.9171,-1.54,76124.0,39821.0,0.24,,,15715392.0
2892,US,Organogenesis,ORGO,2.88,-0.12,-4.0,-29.58,404580.0,1161761.0,0.31,76.856,,380053947.0
2893,US,Origin Materials,ORGN,0.6176,-0.03,-4.63,-26.14,1015016.0,635091.0,0.69,3.8,,90440145.0
2894,US,Orexigen疗法,OREX,0.2229,,,,,,,,,3700993.93
2895,US,甲骨文,ORCL,121.11,-2.13,-1.73,15.69,6196857.0,750422832.0,0.23,31.279,1.293,332872530540.0
2896,US,Owl Rock Capital,ORCC,13.48,,,,,,,8.418,10.668,5254479466.0
2897,US,Orchid Island,ORC,8.39,-0.08,-0.94,3.78,776293.0,6530439.0,1.47,,17.202,444451768.0
2898,US,奥宝科技,ORBK,65.77,,,,,,,21.1,,3196422000.0
2899,US,法国电信,ORAN,11.03,-0.1,-0.8985,-3.5,264738.0,2928422.0,0.01,11.279,6.828,29313630840.0
2900,US,奥玛特科技,ORA,64.3,-1.78,-2.6937,-15.0,743021.0,48392028.0,1.23,31.21,0.723,3882532893.0
2901,US,Osisko Gold,OR,16.12,-0.31,-1.8868,13.21,1243694.0,20405738.0,0.67,,1.077,2996777993.0
2902,US,奥本海默控股,OPY,37.62,-0.3,-0.7911,-8.6,17540.0,659737.0,0.17,13.035,1.598,393393882.0
2903,US,Optex Systems,OPXS,7.03,0.0972,1.402,7.25,20140.0,140828.0,0.3,16.445,,47970562.0
2904,US,"Opexa Therapeutics, Inc. - Warrant",OPXAW,0.0876,,,,,,,,,
2905,US,Syntec Optics,OPTX,3.38,-0.14,-3.9773,-32.8,7863.0,27254.0,0.02,916.42,,124006339.0
2906,US,Ocean Power,OPTT,0.2379,-0.002,-0.83,-24.72,314798.0,75527.0,0.53,,,14146384.0
2907,US,OptiNose,OPTN,1.22,-0.02,-1.6129,-5.43,796743.0,967467.0,0.71,,,137435123.0
2908,US,Opthea,OPT,3.8,-0.1,-2.5641,28.81,8792.0,33603.0,0.01,,,314833272.0
2909,US,Optimizerx,OPRX,10.76,-0.28,-2.5362,-24.81,81790.0,881268.0,0.45,,,195320663.0
2910,US,Oportun Financial,OPRT,2.29,-0.04,-1.7167,-41.43,76164.0,171320.0,0.22,,,79136643.0
2911,US,欧朋浏览器,OPRA,15.15,-1.3,-7.9027,18.08,1055922.0,16419008.0,1.21,7.827,4.93,1325902003.0
2912,US,Old Point Financial,OPOF,14.69,-0.02,-0.136,-17.39,3532.0,51941.0,0.07,9.579,3.8,74043344.0
2913,US,Opko健康,OPK,1.23,-0.055,-4.28,-18.54,4737698.0,5900080.0,0.68,,,857299763.0
2914,US,Office Properties,OPI,2.04,-0.125,-5.77,-72.05,699883.0,1436750.0,1.44,,35.012,99459274.0
2915,US,爱眼科技,OPHT,1.39,,,,,,,12.973,,57575952.0
2916,US,合宜银行控股,OPHC,4.26,0.06,1.4286,1.87,5239.0,21566.0,0.07,5.334,,33515064.0
2917,US,OpGen,OPGN,0.68,-0.03,-4.22,61.9,227261.0,155230.0,2.27,,,6809196.0
2918,US,OppFi,OPFI,3.2,-0.09,-2.7356,-37.5,238823.0,766635.0,0.22,,,354937014.0
2919,US,OPES ACQUISITION CORP C/WTS 13/03/2023 (TO PUR COM),OPESW,2.88,,,,,,,,,
2920,US,Opendoor,OPEN,2.34,-0.12,-4.88,-47.77,13013014.0,30399056.0,1.91,,,1590361625.0
2921,US,Option Care,OPCH,30.42,-0.99,-3.1519,-9.71,1097917.0,33558975.0,0.63,19.797,,5287483937.0
2922,US,OP Bancorp,OPBK,9.07,-0.08,-0.8743,-16.15,12317.0,111558.0,0.08,5.672,5.29,135654539.0
2923,US,Opus Bank,OPB,19.49,,,,,,,32.125,,709909081.0
2924,US,OPAL Fuels,OPAL,4.77,-0.11,-2.2541,-13.59,86577.0,417842.0,0.05,27.473,,822738515.0
2925,US,OFFRPD SOLTN WNT,OPAD+,0.0089,,,,,,,,,
2926,US,Offerpad Solutions,OPAD,7.31,0.11,1.5278,-28.68,17697.0,127567.0,0.06,,0.0,199453635.0
2927,US,OceanPal,OP,2.585,-0.165,-6.0,15.92,13987.0,36553.0,0.19,,0.0,19263361.0
2928,US,Ooma,OOMA,7.4,-0.54,-6.801,-31.03,125170.0,933657.0,0.47,,,195360000.0
2929,US,Onyx Acquisition,ONYX,11.17,0.0,0.0,1.55,3.0,,0.0,406.981,,88750799.0
2930,US,Organovo Holdings,ONVO,1.0101,-0.02,-1.9416,-9.0,53109.0,53027.0,0.53,,,10141479.0
2931,US,恩维亚策略,ONVI,9.0,,,,,,,,,65973537.0
2932,US,Onto Innovation,ONTO,184.12,-7.23,-3.78,20.42,346922.0,63850965.0,0.71,74.77,,9059068373.0
2933,US,ON24,ONTF,6.99,-0.2,-2.7816,-11.29,151606.0,1063104.0,0.36,,16.69,291301651.0
2934,US,ONS Acquisition,ONS,0.646,,,,,,,,,46654347.0
2935,US,东方纸业,ONP,0.97,,,,,,,,,20806807.0
2936,US,昂跑,ONON,32.87,0.07,0.21,21.88,9487199.0,310236586.0,2.98,120.273,,10477609217.0
2937,US,OneMedNet,ONMD,0.6425,-0.0274,-4.0902,-20.68,169590.0,111019.0,0.71,,,15323631.0
2938,US,Orion Office REIT,ONL,3.16,-0.07,-2.1672,-43.0,404554.0,1293663.0,0.72,,12.477,176468367.0
2939,US,Onfolio Holdings,ONFO,0.4175,0.0122,3.0101,-18.14,12819.0,5585.0,0.25,,,2132337.0
2940,US,OneWater Marine,ONEW,25.6,-0.32,-1.2346,-24.24,91482.0,2325894.0,0.57,,,409596826.0
2941,US,精锐教育,ONE,1.34,,,,,,,,0.0,19579623.0
2942,US,Ondas Holdings,ONDS,0.9605,0.0356,3.8491,-37.22,281025.0,264850.0,0.43,,,63008800.0
2943,US,On Deck Capital,ONDK,1.83,,,,,,,,,107997708.0
2944,US,Oncolytics Biotech,ONCY,1.14,-0.01,-0.8696,-15.56,226563.0,252400.0,0.3,,,85978536.0
2945,US,Oncternal,ONCT,9.4,0.46,5.1454,-12.35,5200.0,47409.0,0.18,,0.0,27820663.0
2946,US,OncoSec医疗,ONCS,0.2772,,,,,,,,,1652822.0
2947,US,Onconetix,ONCO,0.1402,-0.016,-10.25,-29.19,569855.0,85229.0,2.55,,,3130344.0
2948,US,星火治疗,ONCE,113.57,,,,,,,,,4375090500.0
2949,US,Old National Bancorp,ONB,15.81,-0.15,-0.9398,-5.59,1400826.0,22124536.0,0.48,7.97,3.503,4638379112.0
2950,US,安森美半导体,ON,66.64,-3.96,-5.61,-20.22,7453492.0,500423478.0,1.73,13.118,,28644914249.0
2951,US,OMNIQ,OMQS,0.52,-0.08,-13.3333,-20.05,1543861.0,893128.0,14.44,,,5558910.0
2952,US,欧诺瓦化学,OMN,10.14,,,,,,,,,455533487.0
2953,US,Singular Genomics,OMIC,0.4278,0.0268,6.6833,-7.02,306740.0,123394.0,0.41,,,31626637.0
2954,US,欧麦斯-麦能医疗,OMI,25.58,-0.36,-1.3878,32.75,286583.0,7361704.0,0.37,,,1959385819.0
2955,US,Ohmyhome,OMH,0.772,-0.04,-4.92,-49.54,120096.0,94300.0,0.53,,,17583797.0
2956,US,Omega Therapeutics,OMGA,2.675,-0.285,-9.6284,-11.13,252994.0,697067.0,0.46,,,147539585.0
2957,US,OneMain Holdings,OMF,46.72,-0.85,-1.7868,-3.01,1157899.0,53961804.0,0.97,8.729,8.436,5595469062.0
2958,US,奥德赛海洋探索,OMEX,3.85,0.07,1.8519,-17.2,44994.0,168259.0,0.23,118.389,,76930319.0
2959,US,奥麦罗制药,OMER,3.76,-0.18,-4.5685,14.98,304756.0,1185514.0,0.53,,,217864533.0
2960,US,OptMed,OMED,0.89,,,,,,,,,34434179.0
2961,US,欧米加蛋白食品,OME,22.0,,,,,,,26.829,,494536416.0
2962,US,Omnicell,OMCL,27.18,-0.14,-0.5124,-27.77,472513.0,12761471.0,1.03,,,1247977745.0
2963,US,宏盟集团,OMC,90.59,-1.99,-2.1495,5.51,1508630.0,137032168.0,0.77,12.839,3.041,17864336767.0
2964,US,耆卫资产管理,OMAM,15.35,,,,,,,383.75,2.3226,1705990300.0
2965,US,"One Madison Corporation Units, each consisting of one Class A ordinary share, $0.0001 par value, and one half of one warrant",OMAD.UN,10.85,,,,,,,,,325500000.0
2966,US,One Madison,OMAD,9.88,,,,,,,,,407550000.0
2967,US,墨西哥中北部机场,OMAB,79.56,-1.9,-2.3324,-5.99,44986.0,3598350.0,0.09,12.812,3.326,3879659385.0
2968,US,耆卫资产管理5.125%债2031,OMAA,24.1299,,,,,,,0.0,5.3475,119700000.0
2969,US,Outset Medical,OM,2.05,-0.225,-9.8901,-62.11,1103582.0,2287471.0,2.13,,,105989426.0
2970,US,Olaplex Holdings,OLPX,1.44,-0.05,-3.3557,-43.31,2107053.0,3007858.0,0.32,15.45,,951490801.0
2971,US,One Liberty,OLP,22.03,-0.17,-0.7658,2.58,39034.0,859357.0,0.18,15.811,8.018,468212358.0
2972,US,Olo,OLO,4.99,-0.17,-3.2946,-12.76,681324.0,3408918.0,0.42,,,807862602.0
2973,US,欧林,OLN,54.43,-1.72,-3.0632,1.26,838298.0,46010477.0,0.7,14.151,1.48,6512074925.0
2974,US,Olema,OLMA,10.86,-0.69,-5.974,-22.59,681923.0,7503464.0,1.22,,,607234087.0
2975,US,Ollie's Bargain,OLLI,71.52,-1.6,-2.1882,-5.76,759704.0,54720894.0,1.24,24.19,,4388949745.0
2976,US,Olink Holding AB,OLK,22.82,-0.21,-0.9119,-9.26,364610.0,8369663.0,0.29,,,2837500756.0
2977,US,OmniLit Acquisition,OLIT,8.44,,,,,,,382.95,,51819203.0
2978,US,Universal Display,OLED,159.59,-4.7,-2.8608,-16.35,202493.0,32399820.0,0.43,37.235,0.883,7559076104.0
2979,US,欧德兰银行,OLBK,28.83,,,,,,,13.336,,490267008.0
2980,US,The OLB Group,OLB,0.5569,-0.013,-2.28,-47.46,19933.0,11421.0,0.11,,,10081818.0
2981,US,ALP-OL,ALP-OL,25.05,,,,,,,,,
2982,US,Okyo Pharma,OKYO,1.385,0.025,1.8382,-21.75,8658.0,11751.0,0.03,,,46031929.0
2983,US,Okta,OKTA,98.26,-2.54,-2.5198,8.54,1552279.0,153450177.0,0.93,,,16448445236.0
2984,US,欧尼克,OKE,78.7,-0.64,-0.81,13.67,3692834.0,292068826.0,0.63,17.274,4.294,45932441950.0
2985,US,Oil States,OIS,5.87,-0.28,-4.5528,-13.55,1109916.0,6648594.0,1.73,29.238,,376913181.0
2986,US,国际海洋工程,OII,23.97,-0.54,-2.2032,12.64,960495.0,23216637.0,0.95,24.95,,2430246486.0
2987,US,OI,OIBR.C,0.8146,,,,,,,,,944362033.0
2988,US,欧文斯伊利诺玻璃,OI,15.3,-0.57,-3.5917,-6.59,1540423.0,23748460.0,0.99,,,2381999732.0
2989,US,Ohr制药,OHRP,5.39,,,,,,,,0.0,15249647.0
2990,US,Omega Healthcare,OHI,30.5,-0.18,-0.5867,1.79,1158838.0,35290776.0,0.47,30.893,8.595,7481729544.0
2991,US,One Horizon Group,OHGI,0.0155,,,,,,,,,1370222.0
2992,US,OHA投资公司,OHAI,1.315,,,,,,,,,26526695.0
2993,US,One Gas,OGS,62.08,-0.63,-1.0046,-1.5,473120.0,29329685.0,0.84,15.187,4.098,3511828104.0
2994,US,Organon,OGN,17.45,-0.83,-4.5405,22.87,2976297.0,52332106.0,1.16,4.361,6.121,4460887567.0
2995,US,Organigram Holdings,OGI,1.94,-0.11,-5.37,48.09,2064449.0,4098423.0,2.19,,0.0,183269003.0
2996,US,Oragenics,OGEN,1.23,0.0,0.0,-78.14,19790.0,24002.0,0.44,,,5511252.0
2997,US,OGE Energy,OGE,32.92,-0.16,-0.4837,-3.46,1003953.0,33133866.0,0.5,15.84,5.039,6601991965.0
2998,US,洋葱,OG,0.238,,,,,,,,,25017994.0
2999,US,OFS CAPITAL CORPORATION 6.50% NTS 31/10/24 USD25,OFSSZ,25.19,,,,,,,,6.7765,43830600.0
3000,US,OFS Capital Corporation,OFSSL,25.17,,,,,,,0.075,6.5746,47823000.0
3001,US,OFS Capital,OFS,9.66,-0.3,-3.012,-14.66,52106.0,510922.0,0.39,,13.554,129425433.0
3002,US,欧美佳福莱克斯,OFLX,68.55,-0.63,-0.9107,-2.32,4871.0,335766.0,0.05,33.327,1.908,691965773.0
3003,US,Orthofix Medical,OFIX,13.32,-0.63,-4.5161,-1.19,309399.0,4140822.0,0.83,,,498256498.0
